Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,Graduate,Yes,17418,9734,208,180,0,Semiurban,Rejected
Female,No,Graduate,No,19338,1065,557,360,1,Rural,Approved
Female,Yes,Not Graduate,Yes,16328,3875,87,240,0,Semiurban,Rejected
Female,No,Graduate,Yes,18830,1096,260,360,1,Rural,Approved
Male,No,Not Graduate,No,4637,1027,541,180,1,Semiurban,Rejected
Female,No,Not Graduate,No,17062,416,297,360,1,Semiurban,Approved
Female,No,Graduate,No,15795,3764,487,180,1,Semiurban,Approved
Male,No,Not Graduate,No,16930,4731,519,300,1,Rural,Approved
Female,No,Not Graduate,Yes,10814,1246,323,360,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,18066,9356,109,360,0,Semiurban,Rejected
Male,No,Graduate,No,10393,2454,541,180,1,Urban,Approved
Female,Yes,Graduate,Yes,5565,9437,503,360,1,Urban,Approved
Female,No,Not Graduate,No,19092,3997,624,360,1,Urban,Approved
Male,No,Graduate,Yes,18924,731,675,180,1,Semiurban,Approved
Female,No,Graduate,No,13473,6135,502,240,1,Semiurban,Approved
Female,Yes,Graduate,Yes,15052,8188,85,360,1,Semiurban,Approved
Male,No,Not Graduate,Yes,16937,893,129,240,1,Urban,Approved
Male,Yes,Graduate,No,18121,683,305,360,1,Rural,Approved
Male,No,Graduate,No,2512,7264,398,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,8175,1169,530,240,0,Urban,Rejected
Female,Yes,Not Graduate,No,15996,5650,392,360,1,Semiurban,Approved
Female,Yes,Graduate,No,10853,5811,163,360,0,Semiurban,Rejected
Male,No,Graduate,No,19480,9969,486,360,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,9638,7949,273,240,1,Semiurban,Approved
Male,No,Graduate,No,8247,4773,628,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,18859,2083,209,300,0,Semiurban,Rejected
Male,No,Not Graduate,No,12314,9633,169,180,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,4575,8053,52,240,1,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,3664,8523,590,360,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,10552,5025,182,240,1,Rural,Approved
Male,Yes,Graduate,No,17628,7892,478,180,1,Semiurban,Approved
Female,No,Graduate,Yes,12761,313,359,300,1,Urban,Approved
Female,Yes,Not Graduate,Yes,11242,1185,648,360,1,Urban,Approved
Male,Yes,Graduate,No,17075,4927,58,360,1,Semiurban,Approved
Male,No,Not Graduate,Yes,18932,1324,510,180,0,Rural,Rejected
Male,No,Graduate,No,10620,7348,450,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,6207,9514,428,240,1,Urban,Approved
Male,No,Not Graduate,Yes,17446,7571,690,180,0,Urban,Rejected
Male,No,Graduate,Yes,9686,6557,441,180,0,Urban,Rejected
Male,No,Not Graduate,Yes,7541,1497,241,360,1,Semiurban,Approved
Male,No,Graduate,Yes,2416,8165,554,240,0,Rural,Rejected
Male,Yes,Graduate,No,14825,1227,169,360,1,Urban,Approved
Male,No,Graduate,Yes,18838,5229,575,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,16830,6843,382,180,0,Urban,Rejected
Male,No,Not Graduate,No,13079,5181,232,240,1,Urban,Approved
Female,Yes,Not Graduate,Yes,1542,69,92,300,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,17201,820,551,360,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,2887,174,590,360,1,Semiurban,Rejected
Female,No,Graduate,Yes,9572,1575,284,300,1,Rural,Approved
Female,Yes,Graduate,No,18068,8093,502,180,0,Urban,Rejected
Female,Yes,Graduate,Yes,6794,3402,675,360,1,Urban,Approved
Female,No,Graduate,No,5697,168,516,180,0,Urban,Rejected
Male,No,Not Graduate,No,4903,2087,78,300,0,Rural,Rejected
Male,Yes,Graduate,No,10297,3235,560,360,1,Urban,Approved
Male,No,Graduate,Yes,12366,8580,628,360,0,Rural,Rejected
Female,No,Not Graduate,Yes,11022,3345,670,360,0,Rural,Rejected
Male,No,Graduate,No,14660,5875,505,360,1,Urban,Approved
Female,No,Not Graduate,Yes,8581,7501,405,300,0,Urban,Rejected
Male,Yes,Not Graduate,No,19486,4632,378,180,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,11726,4508,116,180,1,Urban,Approved
Male,No,Not Graduate,No,1522,8596,402,300,1,Rural,Rejected
Female,No,Not Graduate,No,13118,8541,51,300,0,Rural,Rejected
Male,No,Graduate,No,12456,8365,82,360,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,2458,4936,610,360,0,Semiurban,Rejected
Female,Yes,Graduate,No,18527,8167,363,180,0,Rural,Rejected
Male,No,Graduate,Yes,14140,4706,52,240,0,Rural,Rejected
Female,No,Not Graduate,No,6866,7210,487,240,1,Rural,Approved
Male,Yes,Graduate,No,15321,3057,668,360,1,Rural,Approved
Female,No,Graduate,Yes,16472,4707,132,180,1,Urban,Approved
Male,Yes,Graduate,Yes,18323,8110,197,360,1,Rural,Approved
Female,No,Graduate,No,3043,6920,264,300,0,Urban,Rejected
Female,Yes,Graduate,Yes,16323,4843,231,240,0,Rural,Rejected
Female,No,Graduate,No,2710,182,163,360,1,Urban,Rejected
Male,Yes,Not Graduate,Yes,5630,588,453,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,8586,6549,503,300,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,15816,5219,549,360,0,Rural,Rejected
Female,No,Not Graduate,Yes,5363,4789,190,180,1,Rural,Approved
Male,Yes,Graduate,Yes,8844,4487,258,240,1,Rural,Approved
Male,No,Graduate,Yes,6663,6186,601,300,0,Semiurban,Rejected
Male,No,Graduate,Yes,13335,7668,420,180,0,Rural,Rejected
Female,No,Graduate,No,14687,6406,137,300,1,Urban,Approved
Female,No,Not Graduate,No,18088,8167,563,240,1,Semiurban,Approved
Male,No,Not Graduate,No,14828,5720,634,360,0,Urban,Rejected
Male,Yes,Graduate,No,7276,3364,601,300,1,Rural,Approved
Female,Yes,Not Graduate,No,14679,5294,199,240,1,Rural,Approved
Female,Yes,Not Graduate,No,15391,242,238,300,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,13457,7750,332,180,0,Semiurban,Rejected
Male,No,Graduate,Yes,14426,5455,440,180,0,Rural,Rejected
Male,No,Graduate,Yes,19457,7749,211,180,1,Semiurban,Approved
Female,Yes,Not Graduate,No,11355,1746,252,300,1,Rural,Approved
Male,No,Graduate,Yes,19276,7726,136,180,0,Rural,Rejected
Female,No,Graduate,Yes,2182,4044,382,180,1,Semiurban,Rejected
Male,Yes,Not Graduate,No,17789,8315,468,240,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,7960,8299,116,240,1,Rural,Approved
Female,No,Graduate,No,16956,691,285,180,0,Urban,Rejected
Female,Yes,Not Graduate,No,8831,1713,391,180,1,Urban,Approved
Female,No,Not Graduate,Yes,3098,2056,261,300,1,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,18975,5111,303,180,0,Urban,Rejected
Male,No,Graduate,No,6910,4176,380,240,1,Urban,Approved
Female,Yes,Graduate,No,4238,5268,326,360,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,7133,8395,237,180,1,Semiurban,Approved
Male,No,Graduate,Yes,5629,4247,465,360,0,Rural,Rejected
Female,No,Not Graduate,No,12128,4316,145,360,0,Urban,Rejected
Female,Yes,Graduate,Yes,2049,1905,509,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,16993,4783,470,360,1,Urban,Approved
Male,Yes,Not Graduate,No,17820,9843,613,360,1,Urban,Approved
Male,No,Graduate,Yes,3274,8407,255,360,0,Urban,Rejected
Female,No,Graduate,No,4339,2697,220,300,1,Semiurban,Rejected
Female,No,Not Graduate,Yes,6863,3733,139,180,1,Urban,Approved
Female,Yes,Graduate,No,8546,1246,342,240,1,Rural,Approved
Female,No,Not Graduate,Yes,17262,3890,407,360,0,Urban,Rejected
Female,No,Not Graduate,No,3726,7663,700,360,0,Rural,Rejected
Female,No,Not Graduate,No,5815,4166,298,360,1,Rural,Approved
Female,No,Graduate,Yes,19803,2530,171,360,1,Rural,Approved
Male,No,Graduate,No,11322,4836,331,240,0,Rural,Rejected
Female,No,Not Graduate,No,7161,4984,281,240,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,19487,8082,468,240,1,Rural,Approved
Male,No,Not Graduate,No,9382,9494,415,360,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,11740,320,549,300,0,Urban,Rejected
Male,No,Not Graduate,No,12364,6281,353,360,0,Urban,Rejected
Female,No,Graduate,No,10600,3103,635,240,0,Urban,Rejected
Female,No,Not Graduate,Yes,12395,3423,369,360,1,Semiurban,Approved
Female,No,Graduate,No,16641,6982,490,240,0,Semiurban,Rejected
Female,No,Not Graduate,No,19590,8686,495,360,0,Semiurban,Rejected
Female,Yes,Graduate,No,9203,9935,256,360,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,15048,7664,386,180,0,Semiurban,Rejected
Male,No,Graduate,Yes,2519,2155,218,180,1,Semiurban,Rejected
Female,No,Not Graduate,No,11607,9247,574,300,1,Urban,Approved
Female,No,Graduate,Yes,2313,9888,613,360,1,Urban,Rejected
Female,Yes,Graduate,Yes,9930,7285,616,300,1,Rural,Approved
Male,No,Not Graduate,No,10522,184,577,300,1,Rural,Approved
Male,No,Graduate,Yes,4094,6523,450,300,1,Semiurban,Rejected
Female,Yes,Graduate,Yes,18291,3810,512,240,1,Urban,Approved
Female,No,Graduate,No,11744,577,103,180,0,Urban,Rejected
Female,Yes,Graduate,No,6834,8031,365,240,1,Rural,Approved
Female,No,Not Graduate,Yes,9327,7902,132,240,0,Urban,Rejected
Female,Yes,Graduate,No,10086,5120,264,180,0,Semiurban,Rejected
Female,No,Graduate,No,14100,5573,500,300,1,Semiurban,Approved
Male,No,Not Graduate,No,12875,6888,192,300,0,Semiurban,Rejected
Male,No,Graduate,No,10059,2983,121,300,1,Rural,Approved
Female,No,Graduate,No,12393,7775,199,360,0,Rural,Rejected
Male,No,Graduate,No,6318,1553,269,300,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,5505,7150,602,240,1,Semiurban,Approved
Male,No,Not Graduate,Yes,17854,5902,285,300,0,Rural,Rejected
Male,No,Graduate,No,10055,6575,401,240,0,Rural,Rejected
Male,Yes,Graduate,Yes,7474,3556,452,240,1,Rural,Approved
Male,Yes,Graduate,Yes,8272,1382,380,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,17229,816,602,300,1,Rural,Approved
Male,Yes,Graduate,Yes,10921,2982,282,300,0,Rural,Rejected
Male,No,Graduate,Yes,18858,8330,552,360,0,Urban,Rejected
Female,No,Graduate,No,19030,7405,401,360,1,Urban,Approved
Male,Yes,Graduate,Yes,17299,5536,127,360,1,Semiurban,Approved
Female,No,Graduate,No,17962,1046,256,360,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,14431,5699,284,360,0,Rural,Rejected
Male,Yes,Graduate,No,18960,7932,146,180,1,Urban,Approved
Female,No,Not Graduate,Yes,8516,7507,597,300,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,3751,4691,278,300,1,Urban,Rejected
Male,No,Not Graduate,Yes,13921,7326,234,240,1,Urban,Approved
Male,No,Graduate,No,16954,4899,570,360,1,Urban,Approved
Male,Yes,Graduate,No,2133,3954,308,240,0,Rural,Rejected
Male,Yes,Not Graduate,No,15191,7111,673,360,0,Urban,Rejected
Male,No,Graduate,Yes,8559,6767,552,360,1,Rural,Approved
Male,No,Graduate,Yes,8239,6483,688,180,1,Rural,Approved
Female,Yes,Not Graduate,No,9485,6740,322,240,1,Rural,Approved
Male,Yes,Graduate,No,4006,3753,551,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,19815,6799,159,240,1,Semiurban,Approved
Male,No,Not Graduate,No,13063,2028,131,180,1,Rural,Approved
Male,No,Graduate,No,14884,5132,621,180,1,Urban,Approved
Female,Yes,Graduate,Yes,18011,3697,254,240,0,Semiurban,Rejected
Male,No,Not Graduate,No,1859,6809,535,240,1,Semiurban,Rejected
Female,No,Graduate,Yes,15685,6007,450,360,1,Rural,Approved
Female,Yes,Graduate,Yes,4888,1172,330,180,1,Urban,Rejected
Male,Yes,Not Graduate,Yes,11912,502,541,300,1,Semiurban,Approved
Female,No,Not Graduate,No,4377,1268,99,240,1,Rural,Rejected
Male,No,Not Graduate,No,6984,5987,433,180,0,Semiurban,Rejected
Female,No,Graduate,No,3599,402,438,180,1,Semiurban,Rejected
Female,No,Graduate,Yes,2093,8492,243,360,1,Rural,Rejected
Female,No,Graduate,No,15370,5869,673,360,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,6645,6121,275,300,0,Urban,Rejected
Female,Yes,Graduate,Yes,17928,7015,336,360,1,Rural,Approved
Male,No,Graduate,Yes,13474,9259,215,240,1,Semiurban,Approved
Male,No,Graduate,Yes,4535,7849,211,180,1,Urban,Rejected
Male,No,Not Graduate,Yes,1743,2638,116,300,1,Urban,Rejected
Male,Yes,Not Graduate,No,16432,8262,582,300,0,Urban,Rejected
Female,No,Not Graduate,No,17221,4694,545,360,0,Rural,Rejected
Male,No,Graduate,Yes,11176,4681,493,300,0,Semiurban,Rejected
Female,Yes,Graduate,No,12340,631,209,240,1,Urban,Approved
Female,Yes,Not Graduate,No,12792,881,238,300,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,5685,4219,209,300,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,7802,6921,396,300,0,Semiurban,Rejected
Female,No,Not Graduate,No,1605,1654,364,360,1,Urban,Rejected
Male,No,Not Graduate,Yes,5607,2612,640,300,0,Urban,Rejected
Female,No,Not Graduate,No,3112,4968,75,300,0,Rural,Rejected
Female,No,Not Graduate,No,16603,9829,542,300,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,7665,3882,193,300,0,Rural,Rejected
Male,Yes,Graduate,Yes,3193,9184,452,180,1,Urban,Rejected
Male,Yes,Graduate,No,13645,8858,572,180,1,Urban,Approved
Male,No,Graduate,Yes,18617,5445,505,300,0,Rural,Rejected
Female,No,Graduate,No,1893,4193,412,360,0,Urban,Rejected
Male,Yes,Not Graduate,No,13308,6865,188,360,1,Semiurban,Approved
Female,Yes,Graduate,No,3889,7100,529,180,1,Semiurban,Rejected
Female,No,Not Graduate,Yes,13207,3010,200,240,1,Rural,Approved
Female,Yes,Not Graduate,No,10092,8620,531,240,1,Rural,Approved
Female,No,Graduate,Yes,11043,6289,278,300,0,Urban,Rejected
Female,No,Not Graduate,No,8783,7960,557,360,1,Rural,Approved
Male,No,Not Graduate,No,8254,8375,445,180,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,8379,2531,221,240,1,Urban,Approved
Male,Yes,Graduate,No,10404,2392,333,360,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,17619,8635,558,240,0,Urban,Rejected
Female,No,Graduate,No,17801,1630,264,300,1,Rural,Approved
Male,No,Graduate,Yes,19993,3538,107,180,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,7453,789,125,360,1,Rural,Approved
Male,No,Graduate,No,14058,9362,297,300,1,Semiurban,Approved
Male,No,Graduate,Yes,3359,9438,318,180,1,Rural,Rejected
Female,Yes,Graduate,No,13097,5714,509,180,1,Rural,Approved
Female,No,Graduate,Yes,8706,8938,530,180,0,Semiurban,Rejected
Female,No,Graduate,Yes,9757,5285,503,300,0,Urban,Rejected
Female,Yes,Not Graduate,No,18584,434,297,360,0,Urban,Rejected
Female,No,Graduate,No,6706,2379,417,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,17386,3488,549,240,0,Rural,Rejected
Female,No,Graduate,No,9509,3315,335,300,0,Urban,Rejected
Male,Yes,Graduate,Yes,10102,4863,392,240,0,Rural,Rejected
Male,No,Graduate,Yes,13231,7650,87,180,1,Urban,Approved
Female,No,Graduate,Yes,4833,5229,115,180,1,Urban,Rejected
Male,Yes,Not Graduate,Yes,17376,3379,491,240,1,Semiurban,Approved
Male,No,Not Graduate,Yes,15797,9673,90,240,0,Rural,Rejected
Female,No,Graduate,No,9318,7550,106,240,1,Semiurban,Approved
Female,No,Not Graduate,No,4769,8326,320,240,1,Semiurban,Rejected
Female,No,Not Graduate,No,15755,5763,651,240,1,Rural,Approved
Female,Yes,Graduate,Yes,18483,4563,379,300,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,18894,7303,72,240,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,9070,677,635,240,0,Urban,Rejected
Female,No,Not Graduate,No,11670,4124,396,240,1,Semiurban,Approved
Male,No,Graduate,No,7656,5023,419,300,0,Semiurban,Rejected
Female,No,Graduate,No,13352,2672,273,360,1,Rural,Approved
Male,No,Graduate,No,4826,9037,696,180,0,Rural,Rejected
Female,Yes,Not Graduate,No,19311,3829,343,180,0,Urban,Rejected
Male,No,Not Graduate,No,6148,4848,167,360,1,Urban,Approved
Male,No,Graduate,No,9964,1395,428,360,0,Rural,Rejected
Female,No,Graduate,Yes,5493,8644,251,240,0,Rural,Rejected
Male,Yes,Graduate,Yes,16959,1631,594,360,0,Rural,Rejected
Male,No,Not Graduate,No,9268,1990,336,240,0,Rural,Rejected
Female,No,Not Graduate,No,4031,204,638,180,1,Rural,Rejected
Male,Yes,Not Graduate,No,1793,294,67,300,1,Rural,Rejected
Female,Yes,Not Graduate,No,19718,452,233,300,0,Rural,Rejected
Female,No,Graduate,Yes,17207,9194,350,360,1,Rural,Approved
Male,No,Graduate,Yes,4563,2668,557,180,0,Rural,Rejected
Female,No,Graduate,Yes,19069,9520,481,360,1,Urban,Approved
Male,No,Not Graduate,No,4435,2193,463,180,1,Semiurban,Rejected
Female,Yes,Not Graduate,No,6832,8305,391,300,0,Rural,Rejected
Male,Yes,Graduate,Yes,16795,9868,588,240,0,Urban,Rejected
Male,No,Not Graduate,No,13354,3270,201,180,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,16231,8363,213,180,0,Urban,Rejected
Female,No,Not Graduate,Yes,12064,6077,124,180,0,Rural,Rejected
Female,No,Graduate,No,13748,4580,258,360,1,Urban,Approved
Male,Yes,Graduate,Yes,3133,9075,175,300,1,Semiurban,Rejected
Female,No,Graduate,Yes,2410,7793,645,360,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,11541,8985,368,180,0,Rural,Rejected
Female,Yes,Graduate,No,18498,530,424,240,1,Rural,Approved
Male,Yes,Not Graduate,Yes,13317,9402,272,360,1,Rural,Approved
Female,No,Not Graduate,No,19037,4686,393,300,1,Urban,Approved
Female,Yes,Not Graduate,No,13285,6435,483,300,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,17706,1678,107,180,0,Urban,Rejected
Female,No,Graduate,Yes,16855,1484,520,180,1,Semiurban,Approved
Female,Yes,Not Graduate,No,5149,7956,220,360,0,Rural,Rejected
Male,No,Graduate,No,3665,4205,482,360,1,Urban,Rejected
Male,No,Not Graduate,Yes,11132,1483,485,240,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,8049,6272,102,300,1,Semiurban,Approved
Female,No,Not Graduate,Yes,7176,721,211,180,1,Semiurban,Approved
Male,No,Not Graduate,No,13346,5147,66,180,0,Urban,Rejected
Female,No,Not Graduate,Yes,19531,4576,220,360,1,Rural,Approved
Female,Yes,Graduate,No,11965,3026,328,360,1,Semiurban,Approved
Male,No,Graduate,Yes,3415,9708,379,240,1,Rural,Rejected
Male,No,Not Graduate,Yes,15094,7564,457,240,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,14071,7296,620,180,1,Semiurban,Approved
Male,Yes,Graduate,Yes,13798,7768,619,360,1,Semiurban,Approved
Male,No,Graduate,Yes,16207,3453,145,240,0,Semiurban,Rejected
Male,No,Graduate,No,6925,7094,630,180,1,Rural,Approved
Male,Yes,Not Graduate,No,6868,7701,123,180,0,Semiurban,Rejected
Male,No,Not Graduate,No,8976,2062,113,240,0,Semiurban,Rejected
Female,No,Not Graduate,No,11277,8734,207,180,0,Urban,Rejected
Male,No,Graduate,Yes,13314,3084,282,240,0,Urban,Rejected
Male,Yes,Graduate,No,13165,6856,105,180,1,Semiurban,Approved
Female,No,Not Graduate,Yes,15185,8189,120,300,1,Rural,Approved
Female,No,Not Graduate,Yes,18386,3967,316,180,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,3700,8655,391,240,0,Semiurban,Rejected
Male,No,Graduate,Yes,13477,2074,134,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,4879,9743,408,240,1,Semiurban,Rejected
Male,No,Graduate,No,13261,6628,394,300,0,Semiurban,Rejected
Female,Yes,Graduate,No,4802,7443,357,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,15313,1934,316,360,1,Urban,Approved
Male,No,Not Graduate,No,6988,6728,427,300,0,Rural,Rejected
Male,No,Not Graduate,Yes,10659,7546,521,360,1,Urban,Approved
Male,No,Not Graduate,Yes,12147,365,232,240,0,Urban,Rejected
Male,No,Graduate,Yes,12204,6644,92,180,1,Semiurban,Approved
Male,No,Not Graduate,No,11593,2139,203,180,0,Semiurban,Rejected
Male,Yes,Graduate,No,9624,9091,665,240,1,Semiurban,Approved
Female,Yes,Graduate,Yes,18286,6797,429,360,1,Rural,Approved
Female,Yes,Graduate,Yes,16898,5935,339,180,0,Rural,Rejected
Female,No,Graduate,Yes,3039,2915,103,240,0,Rural,Rejected
Male,No,Graduate,No,4661,6781,667,360,0,Rural,Rejected
Male,Yes,Graduate,No,7603,2691,549,360,0,Rural,Rejected
Male,Yes,Graduate,No,8604,5822,319,180,0,Urban,Rejected
Female,Yes,Not Graduate,No,14846,6609,135,300,1,Semiurban,Approved
Female,No,Graduate,No,14130,767,229,360,0,Rural,Rejected
Female,No,Not Graduate,Yes,12607,9943,75,240,0,Semiurban,Rejected
Male,Yes,Graduate,No,4136,6387,384,360,0,Semiurban,Rejected
Female,Yes,Graduate,No,5129,7758,560,360,0,Urban,Rejected
Male,No,Not Graduate,Yes,8535,2194,78,300,1,Rural,Approved
Male,No,Not Graduate,No,14446,8586,349,240,0,Rural,Rejected
Female,No,Graduate,No,1972,9632,670,360,1,Rural,Rejected
Male,No,Graduate,No,14908,6597,252,180,0,Urban,Rejected
Male,Yes,Graduate,Yes,2562,4065,458,180,1,Semiurban,Rejected
Male,No,Graduate,No,3946,3549,672,180,1,Semiurban,Rejected
Female,Yes,Graduate,No,19119,5580,307,360,1,Urban,Approved
Female,Yes,Not Graduate,Yes,17440,1738,642,360,0,Rural,Rejected
Male,Yes,Not Graduate,No,11686,7370,299,240,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,14791,424,271,300,1,Rural,Approved
Male,No,Not Graduate,Yes,15626,4100,577,240,1,Rural,Approved
Male,Yes,Not Graduate,No,10602,4318,645,240,0,Urban,Rejected
Male,Yes,Graduate,No,11223,354,463,300,0,Rural,Rejected
Male,No,Graduate,Yes,6601,9671,151,300,1,Urban,Approved
Male,No,Not Graduate,Yes,14186,1695,409,360,0,Urban,Rejected
Male,No,Not Graduate,No,18916,4506,77,360,0,Urban,Rejected
Female,Yes,Graduate,No,17353,2626,381,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,2808,3686,319,240,1,Urban,Rejected
Male,No,Graduate,No,15039,300,54,300,1,Urban,Approved
Male,No,Graduate,No,8879,2299,131,180,0,Urban,Rejected
Female,Yes,Graduate,No,5635,4830,460,360,1,Urban,Approved
Male,No,Not Graduate,Yes,9561,6980,396,180,0,Rural,Rejected
Male,No,Graduate,Yes,17150,7314,191,360,0,Rural,Rejected
Female,No,Graduate,No,2649,9766,117,360,0,Urban,Rejected
Female,No,Not Graduate,Yes,9008,4809,328,180,1,Semiurban,Approved
Female,No,Graduate,Yes,16004,7149,544,180,0,Rural,Rejected
Female,Yes,Graduate,Yes,5778,7049,216,300,0,Rural,Rejected
Female,No,Graduate,Yes,8570,694,504,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,16265,8415,639,180,1,Urban,Approved
Female,No,Not Graduate,No,14634,3566,157,300,0,Rural,Rejected
Male,No,Graduate,No,11376,1898,593,360,1,Urban,Approved
Female,No,Not Graduate,No,8998,9615,364,180,1,Semiurban,Approved
Male,No,Not Graduate,No,12820,9607,556,360,0,Rural,Rejected
Male,No,Graduate,Yes,17100,5887,118,240,0,Semiurban,Rejected
Female,No,Graduate,Yes,11212,2712,447,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,10926,6007,177,300,1,Semiurban,Approved
Female,No,Not Graduate,No,16517,9596,325,180,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,10512,4699,459,180,1,Rural,Approved
Female,Yes,Graduate,No,11351,3430,582,240,1,Semiurban,Approved
Male,No,Not Graduate,No,10301,5963,648,180,0,Rural,Rejected
Female,No,Not Graduate,No,19299,2838,330,300,1,Semiurban,Approved
Female,No,Not Graduate,No,17781,6067,485,180,0,Urban,Rejected
Male,Yes,Graduate,No,19398,3635,442,300,1,Semiurban,Approved
Female,No,Not Graduate,No,10056,7539,521,300,1,Semiurban,Approved
Male,No,Graduate,No,12598,2041,217,180,1,Urban,Approved
Female,Yes,Graduate,Yes,8727,2478,464,300,1,Rural,Approved
Female,No,Not Graduate,No,3883,3108,627,180,0,Rural,Rejected
Female,No,Graduate,No,12575,5395,624,180,0,Semiurban,Rejected
Female,No,Graduate,Yes,1802,763,649,240,1,Semiurban,Rejected
